12:55a,2:30p,1539 CAD,Delta â€¢ Delta 9500,Dubai,New York
12:50a,8:05p,1411 CAD,Lufthansa,Dubai,New York
9:40a,7:25p,1117 CAD,Multiple airlines,Dubai,New York
11:25a,9:10p,1117 CAD,Multiple airlines,Dubai,New York
8:30a,2:25p,1642 CAD,Emirates,Dubai,New York
1:55a,8:15a,1114 CAD,United,Dubai,New York
11:25a,10:50p,1117 CAD,Multiple airlines,Dubai,New York
9:40a,10:50p,1117 CAD,Multiple airlines,Dubai,New York
3:00a,4:30p,1118 CAD,Multiple airlines,Dubai,New York
2:50a,8:50a,1826 CAD,Emirates,Dubai,New York
9:45a,6:55p,1826 CAD,Emirates,Dubai,New York
10:50a,9:20p,1826 CAD,Emirates,Dubai,New York
11:00p,9:00a,1413 CAD,Saudia,Dubai,New York
9:00p,9:00a,1413 CAD,Saudia,Dubai,New York
12:55a,4:45p,1334 CAD,Kenya Airways,Dubai,New York
5:30p,9:00a,1413 CAD,Saudia,Dubai,New York
12:50a,1:25p,1385 CAD,Multiple airlines â€¢ United,Dubai,New York
12:50a,1:25p,1385 CAD,United â€¢ United 8741,Dubai,New York
12:50a,1:25p,1411 CAD,Lufthansa,Dubai,New York
2:25p,9:00a,1413 CAD,Saudia,Dubai,New York
12:40a,12:45p,1539 CAD,Delta â€¢ Delta 8627,Dubai,New York
12:55a,2:30p,1463 CAD,KLM â€¢ KLM 6149,Dubai,New York
1:15p,10:30p,1771 CAD,Qatar Airways,Dubai,New York
1:15p,10:30p,1793 CAD,Multiple airlines â€¢ American,Dubai,New York
11:10a,9:00a,1413 CAD,Saudia,Dubai,New York
12:55a,2:30p,1539 CAD,Delta â€¢ Delta 9500,Dubai,New York
12:50a,8:05p,1411 CAD,Lufthansa,Dubai,New York
8:20a,1:30p,1420 CAD,Emirates,Dubai,Paris
2:40p,8:00p,1420 CAD,Emirates,Dubai,Paris
4:05a,9:25a,1420 CAD,Emirates,Dubai,Paris
6:30a,2:50p,821 CAD,Royal Jordanian,Dubai,Paris
11:20p,2:25p,803 CAD,Qatar Airways,Dubai,Paris
8:20a,1:30p,1420 CAD,Emirates,Dubai,Paris
2:40p,8:00p,1420 CAD,Emirates,Dubai,Paris
4:05a,9:25a,1420 CAD,Emirates,Dubai,Paris
6:30a,2:50p,821 CAD,Royal Jordanian,Dubai,Paris
11:20p,2:25p,803 CAD,Qatar Airways,Dubai,Paris
8:20a,1:30p,1420 CAD,Emirates,Dubai,Paris
2:40p,8:00p,1420 CAD,Emirates,Dubai,Paris
4:05a,9:25a,1420 CAD,Emirates,Dubai,Paris
6:30a,2:50p,821 CAD,Royal Jordanian,Dubai,Paris
11:20p,2:25p,803 CAD,Qatar Airways,Dubai,Paris
8:20a,1:30p,1420 CAD,Emirates,Dubai,Paris
2:40p,8:00p,1420 CAD,Emirates,Dubai,Paris
4:05a,9:25a,1420 CAD,Emirates,Dubai,Paris
6:30a,2:50p,821 CAD,Royal Jordanian,Dubai,Paris
11:20p,2:25p,803 CAD,Qatar Airways,Dubai,Paris
